index,0,1
Mcm3,0.02898779,0.0189285
Uggt1,0.019817684,0.022319797
Fhl2,0.02129352,0.077294946
Pgap1,0.018726755,0.017990956
Akr1cl,0.012240072,0.013612196
Fn1,0.020026138,0.023725329
Igfbp5,0.01578795,0.022748835
Cryba2,0.018188445,0.019446298
Epha4,0.023148362,0.026258616
Dner,0.021937996,0.022557119
Hjurp,0.021016734,0.044098042
Dtymk,0.01976319,0.041907754
Bcl2,0.027743168,0.059552282
Dpp10,0.023076935,0.019552393
Tmem163,0.019522363,0.018498426
Mcm6,0.031110365,0.031280506
Nr5a2,0.01979847,0.032772314
Npl,0.019451594,0.023115043
Pappa2,0.024028711,0.016221393
Fmo1,0.021106882,0.019021764
Fmo2,0.02242329,0.018361771
Mpzl1,0.017070172,0.039004035
Rgs7,0.02537817,0.02066623
Tgfb2,0.01492474,0.014963191
Cenpf,0.022023749,0.020842336
Prox1,0.020085048,0.020799682
Atf3,0.012802855,0.013457611
St18,0.018046645,0.018266032
Sulf1,0.019456442,0.018785879
Kcnb2,0.021368278,0.03180428
Gsta3,0.027223894,0.015288316
Hs6st1,0.021479512,0.028594572
Il1r1,0.02615072,0.026232714
Zdbf2,0.020132892,0.020357851
Vil1,0.019231126,0.010223324
Glul,0.022112528,0.023001168
Tnr,0.0154414335,0.021936188
Syne1,0.014326398,0.009688171
Fbxo5,0.039050106,0.045877557
Rgs17,0.02406177,0.07057562
Samd5,0.018261947,0.020470947
Enpp1,0.01991552,0.032950398
Arg1,0.031783395,0.02830189
Marcks,0.023318129,0.02092333
Slc16a10,0.023398735,0.024523256
Grik2,0.02790514,0.022191066
Arid5b,0.021478333,0.020319812
Cdk1,0.020920603,0.022582954
Gstt1,0.02112201,0.029617874
Col18a1,0.025762439,0.017213732
Shc2,0.016764892,0.021425059
Hsp90b1,0.032978833,0.018489283
Rap1b,0.022060359,0.020683026
Hmga2,0.02224778,0.018611273
Ppp1r14c,0.019567842,0.022193255
Rev3l,0.016668174,0.014975628
Rfx6,0.01887744,0.023704775
Pkib,0.017827166,0.023160063
P4ha1,0.022026557,0.023732219
Pcdh15,0.024141217,0.028399989
Gnaz,0.02329358,0.0148803815
Upb1,0.018071314,0.020973325
Abca7,0.020724546,0.013970877
Pah,0.020482648,0.014804011
Ntn4,0.023491934,0.018273404
Eea1,0.022688702,0.028982682
Kcnc2,0.030847317,0.012322441
Cpm,0.022086447,0.018311042
Prim1,0.023434427,0.029602675
Gck,0.024122385,0.02751008
Camk2b,0.021953568,0.016980346
Ddc,0.022501279,0.02515591
Grb10,0.024960315,0.024885355
Hmmr,0.026361886,0.024431655
Sparc,0.025397498,0.018688757
Rap1gap2,0.023523271,0.024880279
Rpa1,0.0189288,0.021564081
Doc2b,0.025237761,0.0115290545
Wsb1,0.020790746,0.022339655
Pdk2,0.02223041,0.011050877
Top2a,0.047454443,0.026218815
Krt19,0.018968934,0.023709383
Hap1,0.016019741,0.018481515
Acly,0.022281593,0.03296636
Ppy,0.020672197,0.024539562
Pyy,0.019246554,0.021769224
Cacng4,0.023589823,0.021106236
Prkca,0.021959811,0.023794377
Wipi1,0.017439358,0.023172352
Btbd17,0.023638813,0.01462759
Grin2c,0.020887623,0.02347602
Tk1,0.024409562,0.021545092
Rbfox3,0.022543442,0.0313748
Upp1,0.019034265,0.021787576
Cpeb4,0.02142065,0.021880155
Ebf1,0.021517703,0.026044294
Slc36a1,0.01595781,0.018132068
Aurkb,0.021223724,0.016413642
Dlg4,0.022439232,0.023787044
Atp2a3,0.014561628,0.021975858
Slc43a2,0.02238175,0.028959883
Hnf1b,0.020006323,0.021502031
Lhx1os,0.02250956,0.020206835
Gip,0.015079948,0.022922365
Skap1,0.012696595,0.018497428
Gast,0.019857649,0.024696928
Mapt,0.03046054,0.025153397
Kcnh6,0.021205088,0.015092887
Birc5,0.02823733,0.028905729
Scin,0.020529589,0.016984629
Mis18bp1,0.02825642,0.023708813
Pygl,0.020511536,0.01790948
Rab15,0.024489993,0.023333985
Zfp36l1,0.021024577,0.018494394
Sel1l,0.01390219,0.023970814
Eml5,0.023744395,0.025663612
Serpina1c,0.021266945,0.016590908
Pdia6,0.030501537,0.012157481
Rrm2,0.021574002,0.032161634
Lamb1,0.02121555,0.011533535
Etv1,0.016298793,0.035144906
Rhoj,0.013949088,0.02051643
Fut8,0.018702064,0.01805874
Smoc1,0.01917788,0.018765256
Eif2b2,0.026168987,0.023545077
Gstz1,0.016220657,0.02199354
Chga,0.018322725,0.02104393
Dlk1,0.029853618,0.023790333
Chrm3,0.010352852,0.024776734
Pou6f2,0.017127747,0.020642176
Scgn,0.027535329,0.019406455
Gmnn,0.03174349,0.026090026
Ptch1,0.019534277,0.01492652
Cenph,0.021244695,0.034728464
Ccnb1,0.020693446,0.026990667
Pik3r1,0.015113076,0.018751483
Isl1,0.029753614,0.0143797705
Ero1lb,0.0302158,0.091254406
Gng4,0.023679748,0.023366487
Dcdc2a,0.025826134,0.025710944
Mboat1,0.024971481,0.0223236
Gcnt2,0.023706898,0.025764378
Phactr1,0.016972711,0.03198329
Irx2,0.025212966,0.015658097
Pcsk1,0.0190285,0.016353663
Dhfr,0.025459917,0.030698871
Cenpk,0.026441274,0.03445228
Kcnk16,0.025817951,0.021174636
Kcnma1,0.018090667,0.026159111
Cacna1d,0.019810889,0.029190447
Slc7a8,0.02106947,0.018902706
Ptk2b,0.012882787,0.016204534
Dpysl2,0.01680843,0.026348572
Bmp1,0.018909441,0.019464632
Dach1,0.023949604,0.025987582
Synpr,0.025009777,0.030304747
Slc4a7,0.021780154,0.02291386
Adk,0.02283905,0.020332186
Tkt,0.027565043,0.017468868
Sema3g,0.012849905,0.011173313
Glud1,0.022900015,0.019604744
Slc39a2,0.024291988,0.025995724
Pbk,0.022854518,0.030157775
Clu,0.029930154,0.017889127
Cldn10,0.041295316,0.03246053
Ghr,0.023739753,0.021758009
Rai14,0.017793635,0.022775073
Ncald,0.01732174,0.019845046
Enpp2,0.014220635,0.015306073
Mfng,0.030076051,0.027128864
Tmem184b,0.022648225,0.025354642
Sun2,0.027257027,0.025890717
Wnt7b,0.017014936,0.010329322
Vdr,0.015869115,0.015625345
Racgap1,0.021118015,0.025434148
Lifr,0.018840227,0.027881058
Slc30a8,0.018425519,0.02293944
Deptor,0.028508844,0.021685243
Mapk15,0.023041068,0.020274691
Mgat3,0.01698147,0.016135763
Creld2,0.021063812,0.048073474
Ano6,0.010211016,0.019381955
Grasp,0.022961833,0.027956206
Nr4a1,0.029217375,0.03925362
Krt7,0.03065776,0.017022565
Krt18,0.021646043,0.023424411
Mcm4,0.026928527,0.028876333
Ranbp1,0.032627635,0.015325363
Rfc4,0.027311884,0.028022155
Sst,0.020518664,0.020677567
Fgf12,0.027134934,0.0216921
Pdia5,0.018352646,0.016308397
Cd200,0.032122273,0.016767314
Alcam,0.014062812,0.021920724
St3gal6,0.018315172,0.04114168
Epha3,0.011625309,0.016420593
Adamts1,0.021447409,0.02044456
Abat,0.017073821,0.014676913
Vwa5b2,0.015493108,0.023821801
Hes1,0.025632529,0.014102961
Fstl1,0.019621134,0.013281445
Cd47,0.024601806,0.017775044
Robo1,0.023561655,0.033397824
Pacrg,0.022434449,0.023751672
Baiap3,0.018582951,0.02050467
Tcp11,0.021380972,0.018423805
Clps,0.008536428,0.029925277
Kifc1,0.023710659,0.03306343
Sgol1,0.026429022,0.020461641
Ptprs,0.019910121,0.02097934
Rfx2,0.018868083,0.021879539
Myl12b,0.02104394,0.016402204
Ndc80,0.028613206,0.025289778
Rps6ka2,0.015508768,0.035315875
Pde10a,0.021729305,0.017739838
Smoc2,0.017426547,0.01864269
Pacsin1,0.01827213,0.017011108
Cdkn1a,0.033953562,0.09021233
Fgd2,0.021672785,0.018496688
Abcg1,0.021118317,0.016892841
Kcnh8,0.017696438,0.03871307
Rasgrp3,0.019650536,0.02033135
Tmem178,0.022129074,0.023948897
Ppm1b,0.0178676,0.020871658
Rock1,0.019338254,0.021307234
Chst9,0.020344546,0.019409316
Cdh2,0.015484475,0.020722292
Gfra3,0.016332466,0.02202207
Cdc25c,0.021954836,0.02727894
Nr3c1,0.024017371,0.022371126
Atp8b1,0.02874195,0.01763131
Lman1,0.02018374,0.025068551
Rab27b,0.016038103,0.015591048
Ska1,0.02153596,0.020368204
Galr1,0.019261336,0.013663171
Tshz1,0.027517814,0.016802419
Ttr,0.02922026,0.021295615
Kif20a,0.018070236,0.03138475
Lmnb1,0.037380762,0.016615903
Sec11c,0.034726217,0.03416623
Drap1,0.022908472,0.045159973
Incenp,0.022301547,0.0190377
Fen1,0.01751929,0.030281227
Psat1,0.028190993,0.026059888
Pip5k1b,0.02556114,0.05093571
Ankrd1,0.01736801,0.020099394
Rbp4,0.021857109,0.027807951
Pdlim1,0.022820856,0.03403916
Blnk,0.011697182,0.020168256
Slit1,0.02412629,0.011859548
Gfra1,0.019107789,0.01738483
Ctsf,0.023205537,0.025538731
Syt7,0.023089444,0.025067491
Gnaq,0.027810358,0.028291406
Prune2,0.015725175,0.026220076
A1cf,0.018609796,0.022987321
Papss2,0.0207965,0.019875258
Kif20b,0.018169893,0.029121954
Kif11,0.026803799,0.021720368
Hhex,0.029805358,0.025087867
Ffar4,0.021368053,0.022366641
Ins1,0.021360578,0.017776633
Dnm1,0.015006512,0.01872376
Stxbp1,0.016006637,0.022671714
Lmx1b,0.015496368,0.018237408
Acvr1c,0.02524463,0.020382693
Dpp4,0.015829148,0.02643664
Gcg,0.020155422,0.020970339
Scn3a,0.020864194,0.05232782
Scn9a,0.015044691,0.02536505
Spc25,0.016497534,0.028365554
Slc25a12,0.019784851,0.025446344
Wipf1,0.0192067,0.02228744
Neurod1,0.023000736,0.022276338
Pde1a,0.018270135,0.022491485
Frzb,0.01954492,0.016465604
Serping1,0.01956306,0.020940593
Mdk,0.026834534,0.019580966
Cry2,0.019002646,0.029962145
Ehf,0.021426035,0.014865972
Cat,0.03503347,0.0152467135
Meis2,0.021677813,0.047912538
Epb42,0.016084434,0.015636234
Kcnip3,0.019548757,0.022017982
Ckap2l,0.027577287,0.030692888
Nkx2-2,0.025925016,0.018217832
E2f1,0.018921623,0.02193693
Prex1,0.021304902,0.012290397
Aurka,0.018655714,0.019671602
Nmt2,0.02597335,0.023567071
Ak8,0.018407974,0.024358403
Ncs1,0.024169786,0.03339814
Hspa5,0.031430587,0.01547681
Nek6,0.020513348,0.023795428
Pkp4,0.016890699,0.024430653
Cers6,0.02140657,0.021952426
G6pc2,0.022962103,0.02402683
Rapgef4,0.016685754,0.02801162
Syt13,0.020680312,0.024162957
Pamr1,0.024656892,0.017183406
Pax6,0.020707658,0.021242594
Bub1b,0.022120558,0.023222102
Pak6,0.020654002,0.013671728
Ivd,0.020657513,0.022570843
Casc5,0.022306154,0.022511264
Nusap1,0.033583824,0.031773027
Pdia3,0.0310802,0.015508671
Dut,0.03362632,0.014603029
Chgb,0.021359349,0.015804576
Plcb4,0.014914791,0.021678897
Snap25,0.016756006,0.019187475
Pcsk2,0.019666854,0.019357175
Dtd1,0.021716245,0.026366385
Rpn2,0.028774831,0.02529809
Nnat,0.02849864,0.029056199
Rbpjl,0.0077856965,0.006567089
Stx16,0.02489175,0.018313898
Gnas,0.023279719,0.02142931
Slc7a14,0.01694868,0.017364256
Pex5l,0.0175443,0.019205151
Anxa5,0.022996379,0.020704694
Maml3,0.018935066,0.020297654
Golim4,0.020046428,0.023327442
Gria2,0.016537111,0.015762463
Pmf1,0.04038343,0.029536571
Lmna,0.021896087,0.021160722
Riiad1,0.021866828,0.020949258
Hadh,0.033949085,0.03164587
Npnt,0.020599484,0.028366871
Cyr61,0.020451775,0.017282808
St6galnac5,0.011191828,0.021683862
Stmn2,0.04655258,0.042178888
Slc2a2,0.020936087,0.019388005
Kcnmb2,0.020462075,0.018338934
Noct,0.019160567,0.027631316
Foxo1,0.021403192,0.021944096
Tm4sf4,0.023824159,0.027879309
P2ry1,0.02304573,0.019742984
Serpini1,0.022808354,0.02020402
Insrr,0.019628886,0.025320716
Thbs3,0.014626492,0.014435346
S100a10,0.03660675,0.028738884
Selenbp1,0.020282777,0.024195705
Notch2,0.027534086,0.03194951
Vtcn1,0.017289553,0.020893514
Bcar3,0.016607499,0.023653775
Ndst4,0.015087899,0.021202093
Ppp3ca,0.017948575,0.028692719
Unc5c,0.02799839,0.020445753
Pigk,0.022140518,0.01930743
Ptger3,0.02492793,0.021653233
Tox,0.020979637,0.014333957
Car8,0.017979898,0.02089438
Igfbpl1,0.08225311,0.01931574
Gabbr2,0.015610018,0.021570982
Grin3a,0.023039758,0.025761459
Abca1,0.0153819015,0.01889198
Ptpn3,0.010175238,0.0120757315
Ambp,0.022285582,0.015145097
Nfib,0.026845463,0.029352779
Slc24a2,0.022480352,0.023596004
Cdc20,0.017740559,0.020960385
Kcnq4,0.01865588,0.024471283
Smap2,0.021468498,0.020892087
Cdca8,0.024493586,0.017239911
Hpca,0.024001922,0.02678653
Man1c1,0.017391622,0.015061442
Igsf21,0.017990692,0.023561215
Fblim1,0.024316128,0.009051513
Prdm16,0.012762368,0.018276848
Ccne2,0.01760321,0.03145648
Gem,0.019503929,0.011395782
Tgfbr1,0.016291318,0.018166646
Sec61b,0.04375551,0.04652251
Slc31a2,0.027405975,0.013475936
Col27a1,0.021368941,0.018726202
Usp1,0.040607568,0.008737647
Dab1,0.01332119,0.028423289
Lrp8,0.0199794,0.020972278
Rab3b,0.018029477,0.018593663
Pik3r3,0.019766571,0.016807957
Tmem53,0.0199118,0.020893507
Rpa2,0.028158186,0.032298006
Stmn1,0.015779642,0.028399762
Hspg2,0.020039607,0.020911118
Ece1,0.019938827,0.025757816
Eif4g3,0.024748728,0.03211566
Ubr4,0.017372329,0.014361108
Casz1,0.020951873,0.020876091
Slc2a5,0.022290265,0.02667947
Rere,0.02103623,0.018281383
Wrap73,0.028423736,0.028297033
Dbf4,0.01886105,0.026723882
Gnai1,0.019380704,0.014221996
Tyms,0.022601724,0.013333243
Wfs1,0.021140056,0.020019645
Prom1,0.02411265,0.03926272
Kctd8,0.022557613,0.06837014
Igfbp7,0.01031629,0.016237477
Miat,0.0227181,0.020758437
Atp2a2,0.023240795,0.065852135
Abcb9,0.01971211,0.014053647
Rimbp2,0.018783493,0.023285534
Mcm7,0.02843535,0.021686547
Prkar1b,0.024921836,0.017253315
Rfc3,0.022143075,0.01836836
Cdk6,0.019186025,0.03140408
Pclo,0.023295028,0.026452787
Cacna2d1,0.020852951,0.02222981
Ube3c,0.016068809,0.017243518
Kcnk3,0.016683232,0.026426053
Dpysl5,0.025268804,0.02496061
Kit,0.015945405,0.023856832
Slc4a4,0.01988011,0.011873893
Parm1,0.018774277,0.020334985
Spp1,0.023178399,0.017548017
Msi1,0.015385657,0.029283546
Med13l,0.025665015,0.012802238
Rfc2,0.029549588,0.02386183
